"id","bus_name","bus_type","start_time","end_time","total_duration","price","seats_available","ratings","route_link","route_name"
929,"Rekha Luxury","A/C Seater / Sleeper (2+1)","23:35","06:00","06h 25m","537","15 Seats available","4.5","https://www.redbus.in/bus-tickets/hazaribagh-to-patna","Hazaribagh to Patna (Bihar)"
930,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)","20:55","05:30","08h 35m","500","32 Seats available","3.6","https://www.redbus.in/bus-tickets/ranchi-to-patna","Ranchi to Patna (Bihar)"
931,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","22:20","05:55","07h 35m","600","30 Seats available","4.7","https://www.redbus.in/bus-tickets/ranchi-to-patna","Ranchi to Patna (Bihar)"
932,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)","21:00","06:35","09h 35m","550","29 Seats available","3.8","https://www.redbus.in/bus-tickets/ranchi-to-patna","Ranchi to Patna (Bihar)"
933,"Mahuli Travels","A/C Seater/Sleeper (2+1)","21:15","06:15","09h 00m","495","44 Seats available","3.7","https://www.redbus.in/bus-tickets/ranchi-to-patna","Ranchi to Patna (Bihar)"
934,"Rekha Luxury","A/C Seater / Sleeper (2+1)","20:30","06:00","09h 30m","537","15 Seats available","3.9","https://www.redbus.in/bus-tickets/ranchi-to-patna","Ranchi to Patna (Bihar)"
935,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)","18:00","06:00","12h 00m","605","34 Seats available","3.4","https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi","Muzaffarpur (Bihar) to Ranchi"
936,"JGD Travels Pvt Ltd.","Bharat Benz A/C Sleeper (2+1)","18:10","04:25","10h 15m","900","11 Seats available","3.8","https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi","Muzaffarpur (Bihar) to Ranchi"
937,"Tejas Maa Bhawani","A/C Sleeper (2+1)","18:55","06:00","11h 05m","749","6 Seats available","3.4","https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi","Muzaffarpur (Bihar) to Ranchi"
938,"Pawapuri Motors","A/C Seater / Sleeper (2+1)","17:30","05:45","12h 15m","800","12 Seats available","1.6","https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi","Muzaffarpur (Bihar) to Ranchi"
939,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)","18:00","04:30","10h 30m","700","26 Seats available","3.8","https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi","Muzaffarpur (Bihar) to Ranchi"
940,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)","23:30","09:00","09h 30m","1349","47 Seats available","1.3","https://www.redbus.in/bus-tickets/lucknow-to-motihari","Lucknow to Motihari"
941,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)","20:41","04:00","07h 19m","396","34 Seats available","2.6","https://www.redbus.in/bus-tickets/patna-to-hazaribagh","Patna (Bihar) to Hazaribagh"
942,"Rajdhani bus service","Non A/C Seater / Sleeper (2+1)","18:30","01:30","07h 00m","509","37 Seats available","3.3","https://www.redbus.in/bus-tickets/patna-to-hazaribagh","Patna (Bihar) to Hazaribagh"
943,"Rekha Luxury","A/C Seater / Sleeper (2+1)","20:00","04:00","08h 00m","537","24 Seats available","3.1","https://www.redbus.in/bus-tickets/patna-to-hazaribagh","Patna (Bihar) to Hazaribagh"
944,"Arzoo Travels","A/C Seater / Sleeper (2+1)","20:30","02:30","06h 00m","463","33 Seats available","3","https://www.redbus.in/bus-tickets/patna-to-hazaribagh","Patna (Bihar) to Hazaribagh"
945,"Puja Rath","A/C Seater / Sleeper (2+1)","21:00","03:30","06h 30m","555","45 Seats available","3.2","https://www.redbus.in/bus-tickets/patna-to-hazaribagh","Patna (Bihar) to Hazaribagh"
946,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)","20:55","07:30","10h 35m","605","32 Seats available","2.7","https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur","Ranchi to Muzaffarpur (Bihar)"
947,"JGD Travels Pvt Ltd.","Bharat Benz A/C Sleeper (2+1)","20:35","06:15","09h 40m","900","27 Seats available","3.4","https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur","Ranchi to Muzaffarpur (Bihar)"
948,"Pawapuri Motors","A/C Seater / Sleeper (2+1)","18:25","07:00","12h 35m","900","9 Seats available","3.8","https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur","Ranchi to Muzaffarpur (Bihar)"
949,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)","18:15","05:30","11h 15m","698","22 Seats available","2.9","https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur","Ranchi to Muzaffarpur (Bihar)"
950,"Jai Mata Di Tour and Travels","A/C Seater / Sleeper (2+2)","19:15","06:30","11h 15m","700","4 Seats available","1.9","https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur","Ranchi to Muzaffarpur (Bihar)"
951,"Bihar state road transport corporation (BSRTC) - 150571","Non AC Seater (2+2)","21:20","04:30","07h 10m","293","33 Seats available","3.2","https://www.redbus.in/bus-tickets/patna-to-raxaul","Patna (Bihar) to Raxaul"
952,"Jai Hanuman Travels","A/C Seater / Sleeper (2+2)","22:00","05:00","07h 00m","550","53 Seats available","3","https://www.redbus.in/bus-tickets/patna-to-raxaul","Patna (Bihar) to Raxaul"
953,"Bihar state road transport corporation (BSRTC) - 156563","AC Seater (2+2)","19:00","04:00","09h 00m","468","36 Seats available","4.1","https://www.redbus.in/bus-tickets/purnea-to-patna","Purnea to Patna (Bihar)"
954,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","20:10","05:00","08h 50m","600","25 Seats available","4.2","https://www.redbus.in/bus-tickets/purnea-to-patna","Purnea to Patna (Bihar)"
955,"AITIANA CRUISELINERS","A/C Seater / Sleeper (2+1)","21:00","06:00","09h 00m","500","9 Seats available","4","https://www.redbus.in/bus-tickets/purnea-to-patna","Purnea to Patna (Bihar)"
956,"Aitiana Airwings","Benz A/C Sleeper (2+1)","21:00","05:00","08h 00m","650","10 Seats available","4.2","https://www.redbus.in/bus-tickets/purnea-to-patna","Purnea to Patna (Bihar)"
957,"Divya Rath","A/C Sleeper (2+1)","20:30","05:30","09h 00m","630","8 Seats available","4","https://www.redbus.in/bus-tickets/purnea-to-patna","Purnea to Patna (Bihar)"
958,"Bihar state road transport corporation (BSRTC) - 152185","Volvo AC Seater 2+2","18:00","08:30","14h 30m","1170","38 Seats available","3","https://www.redbus.in/bus-tickets/agra-to-motihari","Agra to Motihari"
959,"Panwar Travels","A/C Sleeper (2+1)","21:45","17:30","19h 45m","2500","17 Seats available","2.8","https://www.redbus.in/bus-tickets/agra-to-motihari","Agra to Motihari"
960,"Shree Balajee Travels And Cargo","NON A/C Seater/ Sleeper (2+1)","21:30","15:30","0-6h 00m","1350","40 Seats available","1","https://www.redbus.in/bus-tickets/agra-to-motihari","Agra to Motihari"
961,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)","18:00","09:00","15h 00m","1349","47 Seats available","1","https://www.redbus.in/bus-tickets/agra-to-motihari","Agra to Motihari"
962,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)","23:15","07:30","08h 15m","484","32 Seats available","2.6","https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur","Hazaribagh to Muzaffarpur (Bihar)"
963,"Pawapuri Motors","A/C Seater / Sleeper (2+1)","21:45","05:45","08h 00m","850","9 Seats available","1.5","https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur","Hazaribagh to Muzaffarpur (Bihar)"
964,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)","21:35","05:30","07h 55m","698","21 Seats available","2.9","https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur","Hazaribagh to Muzaffarpur (Bihar)"
965,"Tejas Maa Bhawani","A/C Sleeper (2+1)","21:41","05:15","07h 34m","748","10 Seats available","2.9","https://www.redbus.in/bus-tickets/hazaribagh-to-muzaffarpur","Hazaribagh to Muzaffarpur (Bihar)"
966,"Panwar Travels","A/C Sleeper (2+1)","15:40","06:15","14h 35m","2500","25 Seats available","2.8","https://www.redbus.in/bus-tickets/motihari-to-agra","Motihari to Agra"
967,"Travel Point World LLP","A/C Seater / Sleeper (2+2)","18:20","06:50","12h 30m","1749","38 Seats available","1.6","https://www.redbus.in/bus-tickets/motihari-to-agra","Motihari to Agra"
968,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)","15:00","06:43","15h 43m","1169","45 Seats available","1.3","https://www.redbus.in/bus-tickets/motihari-to-agra","Motihari to Agra"
969,"Baba Khatushyam Travels Pvt Ltd","A/C Seater / Sleeper (3+1)","17:35","07:30","13h 55m","1050","41 Seats available","1","https://www.redbus.in/bus-tickets/motihari-to-agra","Motihari to Agra"
970,"Panwar Travels","A/C Sleeper (2+1)","15:40","01:40","10h 00m","2500","25 Seats available","3","https://www.redbus.in/bus-tickets/motihari-to-lucknow","Motihari to Lucknow"
971,"MISHRA BANDHU BUS SERVICE","A/C Seater / Sleeper (2+1)","16:55","04:14","11h 19m","749","34 Seats available","2.6","https://www.redbus.in/bus-tickets/motihari-to-lucknow","Motihari to Lucknow"
972,"Travel Point World LLP","A/C Seater / Sleeper (2+2)","18:20","03:20","09h 00m","1749","38 Seats available","1.6","https://www.redbus.in/bus-tickets/motihari-to-lucknow","Motihari to Lucknow"
973,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)","15:00","01:00","10h 00m","1169","46 Seats available","1.3","https://www.redbus.in/bus-tickets/motihari-to-lucknow","Motihari to Lucknow"
974,"Baba Khatushyam Travels Pvt Ltd","A/C Seater / Sleeper (3+1)","17:35","03:00","09h 25m","1050","58 Seats available","1","https://www.redbus.in/bus-tickets/motihari-to-lucknow","Motihari to Lucknow"
975,"Bihar state road transport corporation (BSRTC) - 153594","AC Seater (2+2)","18:00","04:00","10h 00m","484","34 Seats available","3.5","https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh","Muzaffarpur (Bihar) to Hazaribagh"
976,"Tejas Maa Bhawani","A/C Sleeper (2+1)","18:55","04:00","09h 05m","799","5 Seats available","4","https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh","Muzaffarpur (Bihar) to Hazaribagh"
977,"Pawapuri Motors","A/C Seater / Sleeper (2+1)","17:30","03:00","09h 30m","750","14 Seats available","3.2","https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh","Muzaffarpur (Bihar) to Hazaribagh"
978,"Tejas Maa Bhawani","A/C Seater / Sleeper (2+2)","19:00","02:30","07h 30m","699","20 Seats available","2.5","https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh","Muzaffarpur (Bihar) to Hazaribagh"
979,"Tejas Maa Bhawani","AC Sleeper (2+1)","18:45","03:25","08h 40m","799","4 Seats available","1","https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh","Muzaffarpur (Bihar) to Hazaribagh"
980,"Bihar state road transport corporation (BSRTC) - 156563","AC Seater (2+2)","18:00","04:00","10h 00m","468","36 Seats available","3.7","https://www.redbus.in/bus-tickets/katihar-to-patna","Katihar to Patna (Bihar)"
981,"SOBHA TRAVELS (A.T)","A/C Seater / Sleeper (2+1)","20:00","05:00","09h 00m","495","30 Seats available","1.8","https://www.redbus.in/bus-tickets/katihar-to-patna","Katihar to Patna (Bihar)"
982,"Bihar state road transport corporation (BSRTC) - 142847","AC Seater (2+2)","21:25","04:35","07h 10m","468","31 Seats available","4","https://www.redbus.in/bus-tickets/patna-to-araria","Patna (Bihar) to Araria (Bihar)"
983,"Divya Rath","A/C Sleeper (2+1)","20:45","04:45","08h 00m","630","15 Seats available","3.8","https://www.redbus.in/bus-tickets/patna-to-araria","Patna (Bihar) to Araria (Bihar)"
984,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","22:10","05:25","07h 15m","600","11 Seats available","4.6","https://www.redbus.in/bus-tickets/patna-to-araria","Patna (Bihar) to Araria (Bihar)"
985,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","21:25","05:30","08h 05m","600","31 Seats available","3.8","https://www.redbus.in/bus-tickets/patna-to-araria","Patna (Bihar) to Araria (Bihar)"
986,"AITIANA CRUISELINERS","Bharat Benz A/C Seater /Sleeper (2+1)","20:20","04:30","08h 10m","500","11 Seats available","3.1","https://www.redbus.in/bus-tickets/patna-to-araria","Patna (Bihar) to Araria (Bihar)"
987,"Bihar state road transport corporation (BSRTC) - 142847","AC Seater (2+2)","21:25","04:00","06h 35m","450","31 Seats available","4","https://www.redbus.in/bus-tickets/patna-to-forbesganj","Patna (Bihar) to Forbesganj"
988,"Divya Rath","A/C Sleeper (2+1)","20:45","03:45","07h 00m","630","15 Seats available","4.6","https://www.redbus.in/bus-tickets/patna-to-forbesganj","Patna (Bihar) to Forbesganj"
989,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","22:10","05:00","06h 50m","600","11 Seats available","4.7","https://www.redbus.in/bus-tickets/patna-to-forbesganj","Patna (Bihar) to Forbesganj"
990,"Raj Bus Services","Bharat Benz A/C Seater /Sleeper (2+1)","18:25","02:15","07h 50m","463","18 Seats available","5","https://www.redbus.in/bus-tickets/patna-to-forbesganj","Patna (Bihar) to Forbesganj"
991,"Raj Bus Services","A/C Seater / Sleeper (2+1)","16:55","02:05","09h 10m","463","16 Seats available","5","https://www.redbus.in/bus-tickets/patna-to-forbesganj","Patna (Bihar) to Forbesganj"
992,"Bihar state road transport corporation (BSRTC) - 150470","AC Seater (2+2)","07:00","11:00","04h 00m","248","44 Seats available","1.1","https://www.redbus.in/bus-tickets/darbhanga-to-patna","Darbhanga to Patna (Bihar)"
993,"Sri Krishna Tours and Travels","A/C Seater Push Back (2+2)","12:20","16:00","03h 40m","350","15 Seats available","3.2","https://www.redbus.in/bus-tickets/darbhanga-to-patna","Darbhanga to Patna (Bihar)"
994,"Sri Krishna Tours and Travels","A/C Seater Push Back (2+2)","17:00","20:55","03h 55m","330","8 Seats available","3.6","https://www.redbus.in/bus-tickets/darbhanga-to-patna","Darbhanga to Patna (Bihar)"
995,"Sadhvi Rath","A/C Seater / Sleeper (2+1)","00:36","05:36","05h 00m","468","19 Seats available","1","https://www.redbus.in/bus-tickets/darbhanga-to-patna","Darbhanga to Patna (Bihar)"
996,"Sri Krishna Rath","A/C Seater / Sleeper (2+2)","01:45","04:15","02h 30m","350","24 Seats available","1.6","https://www.redbus.in/bus-tickets/darbhanga-to-patna","Darbhanga to Patna (Bihar)"
997,"Bihar state road transport corporation (BSRTC) - 152896","Non AC Seater (2+2)","21:59","06:00","08h 01m","400","8 Seats available","2.8","https://www.redbus.in/bus-tickets/patna-to-saharsa","Patna (Bihar) to Saharsa"
998,"Rukmanti (AT)","A/C Seater / Sleeper (2+1)","20:00","05:00","09h 00m","475","38 Seats available","2.2","https://www.redbus.in/bus-tickets/patna-to-saharsa","Patna (Bihar) to Saharsa"
999,"Tiwari Motors","A/C Seater / Sleeper (2+1)","20:00","05:05","09h 05m","449","28 Seats available","2","https://www.redbus.in/bus-tickets/patna-to-saharsa","Patna (Bihar) to Saharsa"
1000,"Raj Rath","A/C Seater / Sleeper (2+2)","21:00","06:00","09h 00m","425","24 Seats available","2.6","https://www.redbus.in/bus-tickets/patna-to-saharsa","Patna (Bihar) to Saharsa"
1001,"Sri Krishna Rath","A/C Seater / Sleeper (2+2)","21:00","04:30","07h 30m","630","21 Seats available","1","https://www.redbus.in/bus-tickets/patna-to-saharsa","Patna (Bihar) to Saharsa"
1002,"Bihar state road transport corporation (BSRTC) - 150465","Non AC Seater (2+2)","05:00","09:00","04h 00m","213","41 Seats available","2.3","https://www.redbus.in/bus-tickets/patna-to-darbhanga","Patna (Bihar) to Darbhanga"
1003,"Sri Krishna Tours and Travels","A/C Seater Push Back (2+2)","06:20","10:00","03h 40m","350","6 Seats available","3.5","https://www.redbus.in/bus-tickets/patna-to-darbhanga","Patna (Bihar) to Darbhanga"
1004,"Sri Krishna Tours and Travels","A/C Seater Push Back (2+2)","06:50","10:40","03h 50m","330","10 Seats available","3.2","https://www.redbus.in/bus-tickets/patna-to-darbhanga","Patna (Bihar) to Darbhanga"
1005,"Shiv Ganga Travels","AC Seater (2+2)","05:46","09:30","03h 44m","330","36 Seats available","1.4","https://www.redbus.in/bus-tickets/patna-to-darbhanga","Patna (Bihar) to Darbhanga"
1006,"Sri Krishna Tours and Travels","A/C Seater Push Back (2+2)","08:00","11:30","03h 30m","350","9 Seats available","2.7","https://www.redbus.in/bus-tickets/patna-to-darbhanga","Patna (Bihar) to Darbhanga"
1007,"Bihar state road transport corporation (BSRTC) - 152185","Volvo AC Seater 2+2","23:00","10:30","11h 30m","1100","38 Seats available","3.4","https://www.redbus.in/bus-tickets/lucknow-to-darbhanga","Lucknow to Darbhanga"
1008,"Kusum Travels and Logistics","A/C Seater / Sleeper (2+1)","00:55","15:25","14h 30m","1141.9","10 Seats available","2","https://www.redbus.in/bus-tickets/lucknow-to-darbhanga","Lucknow to Darbhanga"
1009,"Shree Balajee Travels And Cargo","A/C Seater / Sleeper (2+1)","23:30","11:30","12h 00m","1349","47 Seats available","1.3","https://www.redbus.in/bus-tickets/lucknow-to-darbhanga","Lucknow to Darbhanga"
1010,"Rohit Sewa","NON A/C Seater (2+2)","05:26","07:26","02h 00m","130","42 Seats available","5","https://www.redbus.in/bus-tickets/patna-to-muzaffarpur","Patna (Bihar) to Muzaffarpur (Bihar)"
1011,"Rohit Sewa","NON A/C Seater (2+2)","05:35","07:35","02h 00m","130","42 Seats available","3.7","https://www.redbus.in/bus-tickets/patna-to-muzaffarpur","Patna (Bihar) to Muzaffarpur (Bihar)"
1012,"Rohit Sewa","NON A/C Seater (2+2)","06:00","07:35","01h 35m","130","42 Seats available","3.7","https://www.redbus.in/bus-tickets/patna-to-muzaffarpur","Patna (Bihar) to Muzaffarpur (Bihar)"
1013,"Rohit Sewa","NON A/C Seater (2+2)","08:15","10:15","02h 00m","130","42 Seats available","3.7","https://www.redbus.in/bus-tickets/patna-to-muzaffarpur","Patna (Bihar) to Muzaffarpur (Bihar)"
1014,"Rohit Sewa","NON A/C Seater (2+2)","08:15","10:15","02h 00m","130","42 Seats available","3.7","https://www.redbus.in/bus-tickets/patna-to-muzaffarpur","Patna (Bihar) to Muzaffarpur (Bihar)"
1015,"Bihar state road transport corporation (BSRTC) - 153614","AC Seater (2+2)","20:55","03:30","06h 35m","396","32 Seats available","3","https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif","Ranchi to Bihar Sharif"
1016,"VIJAY RATH","A/C Seater / Sleeper (2+1)","22:00","04:00","06h 00m","735","36 Seats available","3.7","https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif","Ranchi to Bihar Sharif"
1017,"MAA SHANTI TRAVELS","A/C Seater/Sleeper (2+1)","21:00","04:45","07h 45m","550","34 Seats available","3.9","https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif","Ranchi to Bihar Sharif"
1018,"MAA SHANTI TRAVELS","A/C Seater / Sleeper (2+1)","22:20","04:40","06h 20m","600","30 Seats available","2.8","https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif","Ranchi to Bihar Sharif"
1019,"Mahuli Travels","A/C Seater/Sleeper (2+1)","21:15","03:50","06h 35m","562","47 Seats available","3.5","https://www.redbus.in/bus-tickets/ranchi-to-bihar-sharif","Ranchi to Bihar Sharif"
1020,"Bihar state road transport corporation (BSRTC) - 152185","Volvo AC Seater 2+2","23:00","07:00","08h 00m","700","38 Seats available","3.7","https://www.redbus.in/bus-tickets/lucknow-to-gopalganj","Lucknow to Gopalganj (Bihar)"
1021,"Panwar Travels","A/C Sleeper (2+1)","01:20","13:00","11h 40m","2313","36 Seats available","3","https://www.redbus.in/bus-tickets/lucknow-to-gopalganj","Lucknow to Gopalganj (Bihar)"
1022,"Samay Shatabdi Travels Pvt Ltd","AC Sleeper (2+1)","21:00","04:06","07h 06m","1049","22 Seats available","2.9","https://www.redbus.in/bus-tickets/lucknow-to-gopalganj","Lucknow to Gopalganj (Bihar)"
